Car_ID,Brand,Model_Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Horsepower,Price
1504,BMW,2018.0,1400 cc,Diesel,Manual,192266.0,2.0,4.0,,36846.7
425,Toyota,2007.0,2.8,Diesel,Manual,39743.0,3.0,3.0,218.0,43239.85
595,Ford,,,Diesel,Manual,,4.0,1.0,261.0,0.0
1964,BMW,2006.0,3.1,Hybrid,Manual,160828.0,3.0,1.0,,31891.6
623,Hyundai,2020.0,,Diesel,Automatic,101496.0,4.0,1.0,98.0,36028.2
1171,Hyundai,2017.0,,Petrol,Automatic,134958.0,,,101.0,33798.1
1044,Ford,2023.0,,Electric,Manual,170051.0,2.0,3.0,95.0,48773.45
228,Hyundai,9,1.9,Petrol,Manual,,2.0,3.0,184.0,33949.95
1118,BMW,6,3.7,Petrol,Automatic,119605.0,3.0,2.0,,40090.75
1332,BMW,2023.0,2.8,Petrol,Manual,115454.0,2.0,3.0,224.0,53286.3
1316,Tesla,2021.0,,Diesel,Automatic,,2.0,4.0,,54666.1
67,Honda,2011.0,4.5,Hybrid,Automatic,193704.0,4.0,,133.0,41306.8
25,Tesla,2016.0,1.4,Electric,Manual,,3.0,,,36202.1
145,BMW,2019.0,2.7,Petrol,Automatic,91268.0,2.0,2.0,,47897.6
537,Toyota,2021.0,1.6,Hybrid,Automatic,171129.0,2.0,3.0,340.0,48512.55
812,Toyota,2014.0,2.4,Electric,Manual,25047.0,,2.0,362.0,-10000.0
1467,Honda,2006.0,2.9,Petrol,Automatic,81515.0,,1.0,217.0,41002.25
86,Ford,2014.0,1.8,Hybrid,Automatic,188623.0,2.0,2.0,80.0,30002.85
1661,Tesla,2008.0,,Electric,Automatic,,,4.0,83.0,40158.0
1646,BMW,19,2.5,Petrol,Manual,35531.0,2.0,2.0,117.0,46453.45
1805,Honda,7,,Petrol,Manual,,2.0,,218.0,44550.1
1818,Toyota,5,3.8,Electric,Automatic,196911.0,4.0,2.0,90.0,29777.449999999997
1577,BMW,2022.0,4900 cc,Electric,Automatic,18406.0,2.0,3.0,135.0,58434.7
1145,Toyota,2018.0,2400 cc,electric,Manual,158014.0,3.0,1.0,286.0,49610.3
363,Hyundai,2012.0,3.4,Petrol,Manual,139819.0,4.0,1.0,284.0,47693.05
1612,Ford,,4.4,Diesel,Automatic,152733.0,4.0,3.0,130.0,37712.35
1866,Toyota,2008.0,2.2,Petrol,Automatic,,2.0,1.0,188.0,39588.75
1027,BMW,10,,Hybrid,Automatic,,,4.0,5000.0,64110.55
1031,BMW,,3.3,Electric,Manual,,2.0,1.0,,39454.6
1304,Toyota,2009.0,1.5,Petrol,Automatic,144596.0,3.0,1.0,90.0,27639.2
1356,Honda,2012.0,,Hybrid,Automatic,105591.0,,2.0,389.0,44849.45
1731,Tesla,,3.5,Diesel,Automatic,141464.0,3.0,4.0,114.0,38131.8
666,Ford,2005.0,3.4,hybrid,Automatic,118694.0,2.0,,380.0,50519.3
365,Tesla,12,,Hybrid,Automatic,160887.0,,1.0,,41638.65
78,Honda,2017.0,2.6,Diesel,Manual,147487.0,4.0,1.0,172.0,41520.65
28,Toyota,2023.0,2.7,Electric,Manual,15435.0,,,,55129.25
1437,Honda,7,4900 cc,Petrol,Manual,136732.0,4.0,2.0,190.0,44559.4
526,Honda,2009.0,1.9,Hybrid,Manual,156197.0,3.0,1.0,5000.0,36157.15
1835,BMW,2016.0,1200 cc,PETROL,Manual,23891.0,2.0,3.0,130.0,37565.45
56,Hyundai,2018.0,,Petrol,Automatic,,3.0,2.0,272.0,0.0
639,Honda,2007.0,2.7,ELECTRIC,Automatic,,3.0,3.0,274.0,42850.25
303,BMW,2023.0,3.6,Diesel,Automatic,104290.0,4.0,4.0,191.0,53293.5
719,Toyota,2014.0,1.4,Hybrid,Manual,16136.0,4.0,4.0,261.0,44455.2
625,Hyundai,2015.0,2.4,Petrol,Manual,186978.0,3.0,3.0,,37919.1
8,BMW,,3.9,Petrol,Automatic,,,1.0,,61707.4
804,Honda,2016.0,1.9,Electric,Manual,171229.0,3.0,,230.0,41405.55
1050,Tesla,2011.0,,Electric,Automatic,,3.0,2.0,,49724.1
337,BMW,,3.9,Hybrid,Automatic,,2.0,4.0,382.0,65628.65
48,Ford,2005.0,3400 cc,electric,Manual,193104.0,,1.0,341.0,43533.8
1764,Hyundai,2015.0,1.9,Diesel,Manual,61697.0,2.0,3.0,247.0,44931.15
107,BMW,2016.0,,Electric,Manual,186004.0,2.0,,261.0,52889.8
350,Toyota,7,4.3,Diesel,Automatic,158463.0,3.0,,217.0,44945.85
1080,Tesla,,4400 cc,electric,Automatic,52573.0,3.0,,368.0,60818.350000000006
239,Honda,2015.0,2.6,Petrol,Automatic,,,3.0,99.0,-10000.0
214,Toyota,2018.0,1.3,Diesel,Manual,17755.0,2.0,1.0,238.0,44278.25
1776,BMW,,2.7,Diesel,Automatic,38038.0,,2.0,259.0,-10000.0
1139,Ford,2020.0,2600 cc,Petrol,Automatic,24689.0,3.0,,,-10000.0
794,Ford,2011.0,4.3,Electric,Automatic,,3.0,2.0,,44969.1
1587,Tesla,2017.0,3.6,Hybrid,Automatic,132385.0,2.0,2.0,,47151.75
1583,Hyundai,2013.0,,Diesel,Manual,23325.0,2.0,4.0,,41604.75
1672,Honda,,,Petrol,Automatic,187403.0,,,81.0,23455.85
524,Ford,2014.0,,Diesel,Automatic,151903.0,3.0,4.0,345.0,42538.85
233,BMW,,2.7,Petrol,Automatic,63418.0,3.0,1.0,,41544.1
645,Tesla,2022.0,1.7,Hybrid,Manual,96891.0,2.0,3.0,115.0,42696.45
1508,BMW,,3.1,Electric,Manual,149905.0,2.0,1.0,303.0,47459.75
534,Hyundai,2008.0,1.6,Petrol,Automatic,189935.0,4.0,1.0,265.0,-10000.0
1942,Toyota,,2.6,Electric,Manual,184884.0,4.0,,198.0,31593.800000000003
604,Hyundai,,2500 cc,Electric,Manual,60479.0,,4.0,,45690.05
1330,Hyundai,2006.0,2500 cc,Electric,Automatic,197927.0,3.0,2.0,,30140.65
1075,Tesla,2020.0,4.0,Diesel,Manual,15715.0,4.0,1.0,216.0,60416.25
1305,Honda,,,Diesel,Manual,,2.0,1.0,155.0,48857.7
61,Ford,2017.0,3700 cc,Diesel,Manual,30192.0,2.0,4.0,128.0,46337.4
1264,Hyundai,,1.6,Electric,Manual,,2.0,1.0,339.0,41570.35
93,Honda,2016.0,4.0,Diesel,Manual,,4.0,1.0,177.0,48058.15
667,Tesla,2007.0,,Electric,Manual,,,2.0,113.0,27123.6
281,Ford,2005.0,1800 cc,Petrol,Manual,,2.0,2.0,161.0,25805.6
1114,Honda,16,3.8,Diesel,Automatic,25169.0,2.0,4.0,219.0,54878.55
360,Ford,2006.0,1.8,Diesel,Manual,,2.0,2.0,,25114.55
1129,BMW,2012.0,2300 cc,Diesel,Automatic,88629.0,2.0,2.0,180.0,41651.55
1170,Ford,,2.3,Hybrid,Manual,194313.0,,2.0,114.0,38005.35
848,Honda,2008.0,2.4,diesel,Manual,5386.0,2.0,4.0,200.0,38250.7
1522,Tesla,,2.1,Petrol,Automatic,84303.0,,1.0,,32732.85
111,BMW,2013.0,1.9,DIESEL,Manual,15839.0,4.0,4.0,,33230.05
43,Hyundai,2007.0,2900 cc,Diesel,Manual,148588.0,4.0,3.0,245.0,39293.6
126,Ford,6,1.8,Diesel,Automatic,184428.0,2.0,4.0,339.0,35686.6
205,Toyota,2021.0,3800 cc,Hybrid,Manual,134614.0,3.0,2.0,305.0,60116.3
53,Honda,,1.4,Diesel,Automatic,14304.0,3.0,4.0,133.0,39019.8
546,Honda,2010.0,1.6,Petrol,Automatic,102151.0,4.0,4.0,120.0,31042.449999999997
69,Honda,2021.0,,Electric,Automatic,21365.0,2.0,4.0,237.0,46261.75
1741,Toyota,2022.0,,Electric,Automatic,,2.0,3.0,105.0,46256.85
1548,BMW,2023.0,,Diesel,Manual,143579.0,3.0,1.0,394.0,64511.05
184,Tesla,,,Electric,Manual,162826.0,4.0,3.0,152.0,50014.7
138,Tesla,2012.0,4.6,Electric,Automatic,,3.0,4.0,198.0,52625.9
900,BMW,2007.0,3.3,Hybrid,Automatic,163775.0,2.0,1.0,286.0,45288.25
797,Hyundai,,4900 cc,PETROL,Automatic,46340.0,3.0,2.0,303.0,53865.0
133,Tesla,2010.0,4.7,Hybrid,Automatic,49135.0,3.0,3.0,332.0,59547.25
81,Honda,,2.0,Petrol,Manual,164815.0,,4.0,330.0,38815.25
1987,Toyota,2006.0,4.6,Petrol,Manual,65110.0,4.0,3.0,329.0,53916.5
1541,BMW,,4200 cc,Hybrid,Automatic,,2.0,3.0,,-10000.0
542,Hyundai,2022.0,4.2,Electric,Manual,160146.0,,,,49170.7
1669,BMW,,4.8,Diesel,Automatic,,2.0,4.0,106.0,45683.1
984,Ford,2013.0,4.0,Electric,Manual,999999.0,2.0,1.0,99.0,52233.6
166,Hyundai,2020.0,1300 cc,HYBRID,Manual,117143.0,4.0,2.0,347.0,48402.85
249,BMW,2008.0,1.8,electric,Automatic,108107.0,3.0,2.0,299.0,40762.65
447,Honda,2007.0,,Petrol,Manual,69591.0,4.0,2.0,92.0,30942.45
1515,Ford,2015.0,,Petrol,Automatic,106489.0,2.0,,371.0,56002.55
859,Tesla,2006.0,,Diesel,Manual,165527.0,2.0,4.0,106.0,-10000.0
1212,BMW,2014.0,2.2,Diesel,Automatic,77959.0,4.0,,339.0,46810.05
98,Hyundai,2009.0,3.9,Diesel,Automatic,67175.0,,4.0,350.0,55577.25
1974,Ford,,3.7,Petrol,Manual,11277.0,3.0,4.0,176.0,54726.15
738,Honda,2023.0,3700 cc,PETROL,Manual,66451.0,,3.0,377.0,63822.45
1256,BMW,2012.0,,PETROL,Manual,23799.0,3.0,2.0,201.0,52873.05
103,Toyota,,2000 cc,Electric,Automatic,168030.0,4.0,4.0,165.0,32798.5
435,Ford,2022.0,5.0,Electric,Automatic,198475.0,4.0,2.0,359.0,65206.25
75,Tesla,2012.0,3.4,Petrol,Automatic,,4.0,2.0,191.0,41880.65
1792,Honda,2009.0,1.5,PETROL,Automatic,,3.0,4.0,294.0,38254.35
1235,Ford,15,2.8,Electric,Automatic,,4.0,2.0,5000.0,53673.65
919,Honda,,3.6,Diesel,Manual,,2.0,3.0,5000.0,60524.350000000006
1712,Hyundai,2009.0,2.4,Petrol,Automatic,184992.0,3.0,3.0,337.0,38566.4
1671,BMW,,3.5,Diesel,Manual,,,,96.0,39844.6
1621,Toyota,2018.0,3000 cc,Diesel,Manual,44023.0,2.0,3.0,82.0,44900.85
763,BMW,2018.0,4.6,Electric,Automatic,105819.0,3.0,2.0,247.0,60584.05
990,Ford,2021.0,3.1,Petrol,Manual,107658.0,3.0,,90.0,46065.1
389,Toyota,2020.0,4.4,hybrid,Automatic,71249.0,2.0,,305.0,59519.55
236,Tesla,2018.0,3.8,Diesel,Automatic,31745.0,,4.0,5000.0,46690.75
1507,BMW,2017.0,2.6,Diesel,Automatic,34550.0,2.0,4.0,241.0,48014.5
268,Honda,2015.0,4.4,Diesel,Automatic,85770.0,4.0,4.0,78.0,43144.5
1188,Honda,,1.1,Electric,Automatic,132135.0,4.0,,,38459.25
118,Ford,2005.0,3.7,Diesel,Manual,,4.0,,,33267.05
1607,BMW,2010.0,2.3,Electric,Manual,67457.0,3.0,1.0,5000.0,47266.15
674,Honda,2012.0,4.1,Petrol,Manual,,2.0,4.0,308.0,52212.3
250,Ford,2017.0,2.6,Hybrid,Automatic,56529.0,4.0,2.0,296.0,55467.55
1453,Hyundai,2012.0,3.1,HYBRID,Automatic,116769.0,2.0,4.0,286.0,46735.55
1995,Ford,20,2.4,Hybrid,Manual,167887.0,4.0,4.0,168.0,39122.65
95,Ford,2015.0,,Diesel,Manual,39112.0,4.0,1.0,263.0,52699.4
34,Ford,,,Electric,Automatic,999999.0,,,,44889.05
1464,Tesla,2018.0,1.8,Hybrid,Automatic,19925.0,3.0,3.0,167.0,44650.75
1668,Hyundai,2012.0,1.2,Hybrid,Automatic,113730.0,3.0,4.0,84.0,27267.5
449,Honda,,3.8,Petrol,Manual,120400.0,,4.0,310.0,48267.0
717,Toyota,2012.0,4.7,Petrol,Manual,91649.0,3.0,,,47253.55
1810,Ford,2018.0,4.6,Electric,Manual,30378.0,3.0,,246.0,57260.1
1518,Hyundai,2021.0,4000 cc,Diesel,Manual,,,,144.0,46614.35
1,Ford,2023.0,,Hybrid,Manual,180635.0,,,,34309.25
1376,Ford,2023.0,4.5,Petrol,Manual,161290.0,4.0,3.0,329.0,62769.5
1102,BMW,,3300 cc,Diesel,Automatic,96916.0,3.0,,236.0,0.0
1109,Honda,2010.0,2.6,Hybrid,Manual,186056.0,3.0,,361.0,45206.2
1227,Toyota,,2300 cc,ELECTRIC,Automatic,,3.0,2.0,,34255.6
83,Ford,2018.0,,Diesel,Manual,197385.0,3.0,1.0,139.0,48448.75
1289,Tesla,2017.0,1.6,Hybrid,Automatic,59555.0,3.0,3.0,231.0,42017.25
677,Tesla,2012.0,3.3,Electric,Manual,58811.0,2.0,,213.0,48558.45
1921,Ford,2021.0,4700 cc,hybrid,Manual,157215.0,,4.0,278.0,60269.25
1047,Toyota,2023.0,,Hybrid,Automatic,137232.0,4.0,1.0,396.0,52145.4
771,Hyundai,2007.0,4.6,Diesel,Automatic,,3.0,,,41855.35
1947,Toyota,2019.0,4000 cc,hybrid,Automatic,90637.0,2.0,,,67042.15
1281,Toyota,2012.0,,hybrid,Automatic,,4.0,2.0,250.0,47877.0
1581,BMW,2013.0,3.9,Hybrid,Manual,128971.0,2.0,2.0,102.0,40283.45
1489,Hyundai,2011.0,1.5,Electric,Manual,,,1.0,157.0,38057.55
405,Hyundai,2005.0,2.4,Electric,Manual,198080.0,,4.0,87.0,23636.0
1728,Hyundai,2017.0,3000 cc,Petrol,Automatic,52113.0,4.0,1.0,5000.0,52283.35
1299,BMW,2023.0,3.5,Petrol,Automatic,134632.0,3.0,,,57872.4
1341,Ford,2005.0,3.5,Electric,Automatic,,4.0,1.0,74.0,36102.05
105,Toyota,19,1400 cc,Hybrid,Manual,105211.0,2.0,4.0,306.0,42277.45
689,Toyota,2014.0,3.7,electric,Manual,150980.0,4.0,3.0,,51074.0
1306,Tesla,,4.9,Petrol,Manual,78643.0,2.0,2.0,84.0,48761.85
827,BMW,19,2.2,Hybrid,Manual,,,4.0,342.0,46701.7
63,BMW,,,Petrol,Automatic,143518.0,2.0,1.0,226.0,48386.1
853,Tesla,2006.0,3400 cc,Diesel,Manual,126716.0,,1.0,,49034.2
1354,Hyundai,2009.0,4.1,hybrid,Automatic,112461.0,2.0,,358.0,53431.95
224,Toyota,16,,Hybrid,Automatic,113154.0,3.0,2.0,82.0,33885.3
146,Toyota,,2.8,Hybrid,Manual,,4.0,,332.0,43094.5
1089,Ford,2013.0,1.3,Diesel,Automatic,78391.0,3.0,1.0,,39271.45
374,BMW,2010.0,1100 cc,ELECTRIC,Automatic,156756.0,4.0,4.0,267.0,32058.199999999997
1421,Hyundai,2014.0,4.2,Petrol,Manual,,3.0,2.0,266.0,60414.2
1143,Hyundai,10,1.0,Electric,Manual,192163.0,,,218.0,30718.85
1827,Hyundai,2006.0,,Hybrid,Manual,,,1.0,263.0,27950.55
1495,Honda,2023.0,1.0,Hybrid,Manual,,2.0,4.0,,38757.85
1602,Ford,2012.0,2.4,Electric,Automatic,111723.0,4.0,2.0,153.0,36626.85
1271,Toyota,,2.6,Electric,Manual,,4.0,3.0,,40619.55
10,Hyundai,2022.0,1.3,Electric,Manual,,,4.0,218.0,40924.6
450,Tesla,,3.8,hybrid,Manual,125533.0,3.0,,273.0,45062.35
709,Hyundai,9,1.3,Diesel,Manual,63830.0,4.0,3.0,,44890.5
256,BMW,2018.0,4200 cc,Hybrid,Automatic,155616.0,,,197.0,52287.2
883,BMW,21,3100 cc,Electric,Automatic,49871.0,2.0,,377.0,60280.45
390,Toyota,2016.0,2000 cc,Hybrid,Automatic,42361.0,2.0,3.0,235.0,46913.95
909,Tesla,2016.0,2400 cc,Diesel,Automatic,,2.0,4.0,136.0,35869.6
925,Toyota,16,1.9,Hybrid,Automatic,63847.0,4.0,4.0,301.0,0.0
1704,Honda,,2.0,Electric,Automatic,77594.0,,3.0,72.0,35679.3
1233,Toyota,2016.0,,Diesel,Automatic,153345.0,2.0,1.0,259.0,46112.75
461,Toyota,2020.0,1.7,Electric,Manual,41382.0,3.0,2.0,248.0,47459.9
1270,Hyundai,2023.0,1.5,Petrol,Automatic,77908.0,,,124.0,39790.6
1760,Ford,2023.0,3800 cc,DIESEL,Manual,163731.0,4.0,1.0,,47426.45
1169,Ford,,4200 cc,Diesel,Manual,68355.0,,2.0,363.0,61155.25
959,Toyota,7,1.2,Hybrid,Manual,181554.0,3.0,1.0,171.0,28432.3
502,Tesla,2005.0,2300 cc,Hybrid,Automatic,155188.0,2.0,1.0,287.0,39378.6
740,Ford,,,Hybrid,Automatic,107395.0,,,150.0,45146.25
1850,Hyundai,12,4.7,Hybrid,Automatic,88127.0,3.0,1.0,146.0,53910.65
869,Honda,2006.0,4.5,Diesel,Manual,114935.0,2.0,2.0,93.0,40660.25
732,Ford,2006.0,,Hybrid,Manual,141278.0,,2.0,175.0,41962.1
540,BMW,,2.2,Diesel,Automatic,,3.0,4.0,271.0,32128.550000000003
1202,Ford,12,1.4,Electric,Manual,66821.0,3.0,2.0,320.0,44069.95
698,Toyota,2014.0,,Petrol,Automatic,176963.0,,3.0,119.0,40419.85
1393,Toyota,2022.0,,Electric,Manual,162483.0,3.0,4.0,,49313.85
1377,Honda,2023.0,3200 cc,electric,Automatic,166637.0,3.0,,,47503.15
1146,Toyota,2021.0,2.0,diesel,Automatic,43712.0,,1.0,,46661.4
1032,Honda,2008.0,4500 cc,Petrol,Manual,172207.0,2.0,,139.0,43734.65
373,Toyota,2006.0,2.7,Petrol,Automatic,179277.0,,4.0,166.0,27336.15
668,Ford,2023.0,,DIESEL,Automatic,999999.0,3.0,2.0,224.0,45446.2
1526,Ford,,3.2,Petrol,Automatic,61344.0,4.0,,298.0,54628.8
358,Tesla,2017.0,2.3,Electric,Automatic,101213.0,3.0,,335.0,52708.35
968,Ford,2010.0,,hybrid,Manual,10607.0,,1.0,201.0,43403.65
784,BMW,2023.0,3.4,Hybrid,Automatic,999999.0,4.0,4.0,262.0,53570.4
736,Ford,2021.0,1.0,Electric,Manual,121211.0,3.0,,104.0,-10000.0
1036,Hyundai,2018.0,2.6,Diesel,Automatic,157540.0,,2.0,248.0,44909.0
971,Hyundai,2015.0,,Electric,Automatic,,3.0,,291.0,48376.45
1525,Toyota,2012.0,2.2,Diesel,Automatic,21978.0,,2.0,256.0,49011.1
1487,Toyota,18,,Electric,Manual,123642.0,4.0,3.0,175.0,48796.9
1524,Honda,2022.0,2.0,Diesel,Manual,,2.0,3.0,177.0,44325.95
1491,Honda,2021.0,2.7,Petrol,Manual,35844.0,2.0,1.0,222.0,56698.8
1643,Hyundai,,3.9,Petrol,Automatic,67643.0,,,276.0,51626.85
1253,BMW,2016.0,,DIESEL,Automatic,75765.0,2.0,,324.0,61594.75
1694,BMW,2015.0,3.7,Hybrid,Manual,144317.0,4.0,1.0,380.0,56404.15
1750,Hyundai,2016.0,2.8,Petrol,Automatic,22920.0,3.0,3.0,148.0,49007.0
1237,Hyundai,2017.0,4.7,Petrol,Manual,,,4.0,341.0,67813.65
886,Toyota,2018.0,3.9,Hybrid,Automatic,44080.0,,4.0,188.0,50302.0
80,Honda,,,HYBRID,Manual,26686.0,2.0,3.0,371.0,59006.7
1173,BMW,2012.0,,Diesel,Automatic,191256.0,2.0,2.0,365.0,50202.2
815,Hyundai,16,2.3,Petrol,Automatic,180963.0,4.0,,209.0,38999.85
1286,BMW,2005.0,,Diesel,Automatic,92212.0,4.0,4.0,198.0,31797.4
672,Tesla,2009.0,4000 cc,Electric,Automatic,137574.0,3.0,3.0,99.0,39997.3
1532,Honda,2015.0,1.7,Electric,Manual,112954.0,4.0,4.0,323.0,40478.3
58,Ford,2009.0,1.1,Diesel,Automatic,80591.0,3.0,4.0,243.0,33585.45
134,BMW,2017.0,3.3,Diesel,Manual,999999.0,2.0,3.0,203.0,48685.65
1141,BMW,,4.1,Diesel,Automatic,88251.0,3.0,4.0,328.0,58892.45
934,Toyota,12,1.3,Diesel,Automatic,72264.0,4.0,,353.0,46087.8
1685,Hyundai,2019.0,3.1,Petrol,Automatic,116375.0,,,318.0,50698.25
824,Honda,,,Diesel,Automatic,16528.0,,3.0,5000.0,46225.6
1215,Toyota,2015.0,4.2,electric,Automatic,33460.0,,2.0,,59881.0
505,Honda,2011.0,4.3,electric,Automatic,35782.0,2.0,1.0,79.0,50133.9
1775,Hyundai,,2200 cc,Diesel,Automatic,132522.0,3.0,2.0,90.0,37586.9
348,Ford,5,3800 cc,Diesel,Automatic,171846.0,2.0,3.0,,36191.7
387,Honda,2016.0,5.0,Diesel,Automatic,57137.0,2.0,2.0,355.0,64242.149999999994
1025,Tesla,23,5.0,PETROL,Manual,134188.0,3.0,4.0,253.0,58698.6
895,Hyundai,2007.0,2.0,Electric,Manual,190041.0,2.0,3.0,153.0,29690.949999999997
829,Honda,2015.0,,Diesel,Automatic,147251.0,4.0,4.0,347.0,42061.45
1893,Tesla,2009.0,,Electric,Automatic,,4.0,,,50236.6
476,Hyundai,2017.0,3.3,Petrol,Manual,164011.0,2.0,1.0,369.0,55410.45
1471,BMW,20,3.3,Petrol,Manual,,4.0,2.0,350.0,63187.45
1448,BMW,2013.0,,Diesel,Automatic,108064.0,2.0,3.0,139.0,46430.8
1582,Hyundai,11,3.3,Petrol,Automatic,,2.0,,5000.0,42255.15
653,Hyundai,2015.0,3.0,Electric,Manual,84915.0,,4.0,,55336.25
173,Tesla,5,2.2,Hybrid,Automatic,138873.0,,,279.0,0.0
1150,Toyota,,,Petrol,Automatic,27551.0,2.0,4.0,,48620.45
39,Ford,,2.4,DIESEL,Automatic,133701.0,3.0,1.0,362.0,46695.95
714,BMW,2007.0,4.7,Electric,Automatic,124712.0,,2.0,,44962.4
91,Honda,2012.0,,Hybrid,Manual,119110.0,,2.0,81.0,32736.5
1937,Honda,2013.0,4.8,Petrol,Manual,52632.0,2.0,,350.0,61564.4
1206,Honda,,3.6,Electric,Manual,59796.0,2.0,2.0,171.0,54806.2
876,Honda,16,4500 cc,Petrol,Automatic,179223.0,4.0,2.0,,57366.85
1352,BMW,2012.0,,Diesel,Manual,13630.0,3.0,4.0,221.0,37921.5
1890,Tesla,2008.0,1.4,HYBRID,Manual,142405.0,3.0,1.0,225.0,33348.75
1094,Ford,2006.0,3200 cc,Hybrid,Manual,155214.0,2.0,1.0,200.0,36191.3
1156,Hyundai,9,3.4,Diesel,Manual,23756.0,4.0,4.0,164.0,42864.2
1782,Honda,2014.0,1.4,Hybrid,Manual,115740.0,3.0,2.0,250.0,40255.0
1959,Honda,2007.0,3900 cc,Electric,Automatic,5255.0,3.0,,143.0,43433.25
500,Ford,20,4.4,Hybrid,Automatic,74778.0,3.0,2.0,217.0,59398.1
339,Hyundai,2008.0,1.8,Hybrid,Manual,143595.0,2.0,2.0,,-10000.0
1189,Tesla,,2.1,Electric,Manual,159195.0,3.0,3.0,148.0,37386.25
29,Toyota,2013.0,4.9,Diesel,Automatic,189983.0,,3.0,150.0,47514.85
1218,Toyota,2018.0,,Petrol,Manual,36017.0,2.0,,247.0,53720.15
1400,Honda,2007.0,,Diesel,Automatic,88609.0,2.0,3.0,105.0,34114.55
1821,BMW,2015.0,,petrol,Manual,83343.0,,3.0,180.0,44455.85
946,Tesla,2023.0,1.9,Hybrid,Manual,127366.0,4.0,,149.0,40949.7
170,Ford,2022.0,4.3,Electric,Manual,,,3.0,273.0,53163.75
1405,Hyundai,2021.0,3.6,Hybrid,Manual,,2.0,3.0,338.0,56679.7
1198,Ford,2022.0,,Petrol,Automatic,51978.0,3.0,4.0,385.0,65150.100000000006
1254,Ford,,2.7,Electric,Manual,28772.0,,1.0,,49125.4
1614,Tesla,2007.0,1.6,Hybrid,Manual,33690.0,4.0,3.0,76.0,30161.5
913,Ford,2008.0,2.6,Hybrid,Automatic,199380.0,2.0,4.0,268.0,35717.0
492,Tesla,2013.0,,Diesel,Automatic,113144.0,4.0,,134.0,31025.800000000003
954,Honda,,,Petrol,Automatic,128145.0,3.0,2.0,274.0,41692.75
1098,Hyundai,19,4.9,hybrid,Automatic,125725.0,3.0,,83.0,50738.75
1033,BMW,2012.0,2.2,Electric,Manual,78631.0,2.0,3.0,77.0,32815.45
588,Toyota,15,1.9,Hybrid,Manual,150707.0,2.0,1.0,100.0,35093.65
751,Toyota,2019.0,4.3,Diesel,Manual,182804.0,4.0,2.0,128.0,46596.8
658,Hyundai,,,Petrol,Automatic,,3.0,,318.0,60013.9
235,Toyota,2010.0,3800 cc,Diesel,Automatic,137826.0,3.0,2.0,,49262.7
733,Ford,2022.0,4300 cc,PETROL,Manual,,2.0,,352.0,65223.149999999994
1989,Honda,2009.0,2.3,HYBRID,Manual,50213.0,3.0,2.0,271.0,46463.35
1633,Tesla,2010.0,2.3,Petrol,Automatic,163330.0,3.0,3.0,264.0,34920.5
1157,BMW,2021.0,2.6,Hybrid,Manual,170723.0,3.0,1.0,115.0,41952.85
1470,BMW,10,3.4,Petrol,Manual,999999.0,4.0,3.0,127.0,36648.3
1425,BMW,,4.7,Diesel,Manual,,4.0,3.0,5000.0,50340.65
1628,Hyundai,2018.0,2.3,diesel,Automatic,124107.0,,3.0,99.0,39775.65
935,BMW,,2.6,Hybrid,Manual,78168.0,4.0,,,41088.6
1210,Toyota,2006.0,3.8,Diesel,Manual,9023.0,3.0,,,53773.85
1066,Hyundai,2018.0,3.7,Hybrid,Manual,125385.0,,1.0,106.0,48020.75
109,Toyota,2018.0,1.1,Petrol,Manual,999999.0,2.0,1.0,175.0,38190.25
1543,BMW,,1.1,diesel,Automatic,73580.0,3.0,1.0,278.0,50001.0
569,Toyota,2017.0,3.0,Petrol,Manual,79723.0,4.0,3.0,,45832.85
1168,Hyundai,2015.0,,Electric,Manual,165826.0,2.0,1.0,5000.0,46370.7
1175,BMW,2023.0,,Diesel,Automatic,177905.0,3.0,1.0,260.0,49014.75
891,Toyota,13,4.4,Diesel,Automatic,,2.0,3.0,,52174.55
948,BMW,2016.0,4.7,Hybrid,Automatic,42405.0,3.0,2.0,,61574.75
1049,Tesla,2017.0,,Diesel,Manual,,3.0,3.0,81.0,32451.15
1353,Ford,,3.4,Electric,Automatic,999999.0,4.0,1.0,177.0,52691.9
1778,BMW,,4.5,Diesel,Automatic,43138.0,,,172.0,56694.1
1447,Toyota,9,1200 cc,Petrol,Manual,145118.0,3.0,4.0,339.0,32995.1
885,BMW,2008.0,2.7,Petrol,Manual,,2.0,2.0,,39225.05
1673,Honda,2013.0,2.0,Electric,Manual,,2.0,3.0,,36334.1
851,Honda,2005.0,4.3,diesel,Automatic,,2.0,4.0,109.0,39153.3
735,Honda,2023.0,1.2,Diesel,Manual,54950.0,4.0,,215.0,44066.5
718,Honda,2011.0,,DIESEL,Automatic,127649.0,4.0,1.0,,40820.55
455,Honda,2006.0,3.4,Hybrid,Automatic,86678.0,2.0,2.0,340.0,49146.1
265,Ford,2021.0,3100 cc,HYBRID,Automatic,181384.0,,1.0,114.0,43376.8
76,Hyundai,2016.0,3.8,Diesel,Manual,58517.0,4.0,3.0,387.0,60775.15
1658,Tesla,,1400 cc,Hybrid,Manual,89274.0,,4.0,272.0,33706.3
445,Ford,2013.0,,DIESEL,Automatic,136708.0,4.0,,328.0,46935.6
396,Honda,2012.0,4.0,Petrol,Manual,,,1.0,189.0,45814.4
177,Ford,,3.1,Diesel,Automatic,63601.0,2.0,1.0,375.0,55550.95
